hospital_id,hospital_name,state,district,city,latitude,longitude,ownership_type,hospital_level,total_beds,icu_beds,ventilators,cardiac_unit,trauma_unit,burn_unit,current_icu_load_percent,emergency_load_score,last_updated
1623,Nakshatra eye hospital,Maharashtra,Pune,Pune,18.5999218,73.7634297,Private,Secondary,313,29,21,Yes,Yes,No,83,0.57,2025-12-16
1624,Arun Hospital,Maharashtra,Pune,Pune,18.8253312,74.3751196,Private,Primary,74,2,1,Yes,No,No,73,0.99,2025-12-16
1625,Shree hospital,Maharashtra,Pune,Pune,18.5920933,73.7379885,Government,Secondary,359,39,29,Yes,No,Yes,50,0.3,2025-12-16
1626,Shatayu Hospital Hinjewadi,Maharashtra,Pune,Pune,18.5958868,73.7408138,Trust,Tertiary,978,203,129,Yes,No,Yes,39,0.44,2025-12-16
1627,Emcure Pharmaceuticals Limited,Maharashtra,Pune,Pune,18.5951164,73.7126552,Private,Secondary,340,28,20,Yes,Yes,No,65,0.31,2025-12-16
1628,LifeTree Hospital Hinjawadi,Maharashtra,Pune,Pune,18.5915925,73.7435469,Government,Secondary,104,12,7,No,No,No,85,0.66,2025-12-16
1629,Marunji Hospital,Maharashtra,Pune,Pune,18.6125561,73.7165025,Government,Secondary,172,14,10,Yes,No,No,41,0.26,2025-12-16
1630,Yashoda Children and Maternity Hospital (Pediatrician and Gynaecologist),Maharashtra,Pune,Pune,18.611846,73.7171417,Trust,Primary,81,3,2,No,No,No,86,0.72,2025-12-16
1631,Dr. Satra's Dental Clinic,Maharashtra,Pune,Pune,18.5998927,73.8158263,Government,Secondary,120,13,8,Yes,Yes,No,62,0.73,2025-12-16
1632,Khare Dental Clinic,Maharashtra,Pune,Pune,18.6001927,73.8177383,Private,Secondary,264,30,18,No,Yes,No,64,0.98,2025-12-16
1633,Ashtavinayak Dental Clinic,Maharashtra,Pune,Pune,18.5985006,73.8161559,Trust,Secondary,369,36,24,Yes,Yes,Yes,48,0.74,2025-12-16
1634,Datacha Dawakhana,Maharashtra,Pune,Pune,18.5982284,73.816064,Government,Primary,95,4,2,Yes,Yes,No,77,0.74,2025-12-16
1635,SANJIVANI HOSPITAL,Maharashtra,Pune,Pune,18.5954785,73.8164532,Private,Tertiary,644,124,90,No,No,Yes,93,0.64,2025-12-16
1636,घनवट हॉस्पिटल,Maharashtra,Pune,Pune,18.595659,73.8163512,Trust,Tertiary,863,145,117,Yes,No,Yes,65,0.22,2025-12-16
1638,siddhivinayak maternity hospital and infetility center,Maharashtra,Pune,Pune,18.6713107,73.8913009,Trust,Primary,40,1,0,Yes,Yes,No,44,0.48,2025-12-16
1639,Kand Clinic,Maharashtra,Pune,Pune,18.6033572,73.8244802,Private,Primary,42,1,0,Yes,No,No,43,0.18,2025-12-16
1640,PCMC Hospital,Maharashtra,Pune,Pune,18.6023463,73.8251725,Trust,Primary,86,1,0,No,No,No,45,0.3,2025-12-16
1641,"Ruby Hall Clinic, Hinjawadi, Pune",Maharashtra,Pune,Pune,18.5924771,73.733877,Private,Primary,88,2,1,No,Yes,Yes,48,0.18,2025-12-16
1642,Chirayu hospital,Maharashtra,Pune,Pune,18.5981183,73.7639672,Trust,Secondary,304,29,21,No,Yes,Yes,48,0.77,2025-12-16
1643,ASG eye hospital,Maharashtra,Pune,Pune,18.5967134,73.7904165,Government,Secondary,304,27,19,No,Yes,Yes,35,0.98,2025-12-16
1644,White Shine Multispeciality Dental Clinic,Maharashtra,Pune,Pune,18.5755375,73.9069211,Private,Primary,95,4,2,No,No,Yes,49,0.36,2025-12-16
1645,JaiHind Hospital,Maharashtra,Pune,Pune,18.6237191,73.851652,Private,Secondary,310,29,21,No,Yes,No,79,0.7,2025-12-16
1646,Avdhoot Hospital,Maharashtra,Pune,Pune,18.159421,74.5752244,Government,Secondary,243,21,13,No,No,No,91,0.69,2025-12-16
1648,Astha Hospital,Maharashtra,Pune,Pune,18.6392794,73.7911307,Government,Secondary,387,37,28,No,No,No,77,0.17,2025-12-16
1649,Satav pathology Laboratory,Maharashtra,Pune,Pune,18.6366048,73.790488,Trust,Secondary,211,18,13,No,Yes,Yes,50,0.53,2025-12-16
1650,test hospital,Maharashtra,Pune,Pune,18.5255793,73.8539506,Trust,Primary,76,2,1,No,No,Yes,83,0.66,2025-12-16
1651,Pharmacy,Maharashtra,Pune,Pune,18.5348935,73.9448236,Private,Tertiary,583,95,60,No,No,Yes,42,0.11,2025-12-16
1652,Jeevan Uday Multispeciality Hospital,Maharashtra,Pune,Pune,18.4429741,73.7807861,Trust,Tertiary,1101,197,133,No,No,No,76,0.91,2025-12-16
1653,Racemous Polyclinics,Maharashtra,Pune,Pune,18.5208921,73.9329095,Trust,Secondary,135,15,12,No,Yes,No,91,0.17,2025-12-16
1654,Flora Hospital,Maharashtra,Pune,Pune,18.6466536,73.7549099,Government,Primary,62,1,0,Yes,No,No,92,0.94,2025-12-16
1655,lonkar,Maharashtra,Pune,Pune,18.5294468,73.9364213,Government,Primary,65,1,0,Yes,Yes,No,43,0.31,2025-12-16
1656,elite hospital,Maharashtra,Pune,Pune,18.5576766,73.7712894,Government,Primary,90,2,1,No,Yes,Yes,83,0.83,2025-12-16
1657,patil hospital,Maharashtra,Pune,Pune,18.4475111,73.8488292,Trust,Secondary,133,11,7,Yes,Yes,No,46,0.13,2025-12-16
1658,Prism Dental and Medical Clinic,Maharashtra,Pune,Pune,18.5233466,73.9333741,Trust,Tertiary,631,125,93,Yes,Yes,No,62,0.63,2025-12-16
1659,Bhaktisindhant Hospital,Maharashtra,Pune,Pune,18.6674375,73.7836419,Trust,Tertiary,647,158,95,Yes,No,Yes,52,0.25,2025-12-16
1660,Sant Hospital,Maharashtra,Pune,Pune,18.5426961,73.9244404,Government,Tertiary,1191,238,169,No,Yes,No,32,0.13,2025-12-16
1661,The Diagno Hub,Maharashtra,Pune,Pune,18.6527185,73.8402987,Trust,Secondary,350,40,25,No,No,No,33,0.65,2025-12-16
1662,Construction Site,Maharashtra,Pune,Pune,18.5829125,73.8068621,Government,Tertiary,426,87,70,No,Yes,No,84,0.29,2025-12-16
1663,Capital Hospital,Maharashtra,Pune,Pune,18.5084717,73.793338,Private,Primary,47,1,0,No,Yes,Yes,30,0.16,2025-12-16
1664,Vasundhara Multispeciality Hospital,Maharashtra,Pune,Pune,18.7101194,73.8487002,Private,Primary,91,4,2,Yes,Yes,Yes,80,0.47,2025-12-16
1665,Jijau Hospital,Maharashtra,Pune,Pune,18.679124,73.8488567,Trust,Primary,67,3,1,Yes,No,No,34,0.89,2025-12-16
1666,Dr. Rajendra Mehata Hospital,Maharashtra,Pune,Pune,18.5376938,73.8515302,Private,Primary,33,1,0,Yes,No,No,43,0.18,2025-12-16
1667,PMC Health Center,Maharashtra,Pune,Pune,18.5524886,73.9371731,Private,Secondary,145,13,9,Yes,No,No,33,0.47,2025-12-16
1668,Vighanaharata Hospital,Maharashtra,Pune,Pune,18.4692892,73.8642415,Government,Primary,76,1,0,No,Yes,No,68,0.23,2025-12-16
1669,Pulse Multispeciality Hospital,Maharashtra,Pune,Pune,18.4595051,73.8233094,Private,Primary,89,2,1,Yes,No,No,57,0.57,2025-12-16
1670,sparsh hospital,Maharashtra,Pune,Pune,18.604663,73.7867792,Private,Primary,94,3,2,Yes,Yes,No,31,0.37,2025-12-16
1671,Align Diagnostic & BoneCare Polyclinic,Maharashtra,Pune,Pune,18.5027108,73.817036,Government,Primary,54,2,1,Yes,No,Yes,50,0.53,2025-12-16
1672,Sai General Hospital,Maharashtra,Pune,Pune,18.5232288,73.6194954,Government,Secondary,163,15,10,No,No,Yes,57,0.88,2025-12-16
1673,Shreyash Banquets,Maharashtra,Pune,Pune,18.5818334,73.9889847,Private,Secondary,277,29,18,Yes,Yes,No,83,0.29,2025-12-16
1675,Dr. Bhupeshkumar Kaware,Maharashtra,Pune,Pune,18.563916,73.9186177,Trust,Tertiary,668,118,85,Yes,Yes,No,79,0.86,2025-12-16
1677,CHANDGUDE ACCIDENT HOSPITAL,Maharashtra,Pune,Pune,18.1687072,74.5970768,Trust,Primary,49,2,1,Yes,No,No,62,0.83,2025-12-16
1678,Usha Urology & Andrology Clinic,Maharashtra,Pune,Pune,18.5958627,73.7891883,Private,Tertiary,777,134,88,Yes,Yes,Yes,60,0.58,2025-12-16
1679,Dr. Abhijeet Karad,Maharashtra,Pune,Pune,18.6011876,73.7609645,Private,Secondary,109,11,7,Yes,No,No,46,0.42,2025-12-16
1680,Tiny Sparkles Dental Clinic | Multispeciality & Pediatric Dental Clinic,Maharashtra,Pune,Pune,18.521272,73.7741764,Government,Tertiary,1101,188,155,No,Yes,No,43,0.17,2025-12-16
1681,Bhigwan Medicare Hospital Private Limited,Maharashtra,Pune,Pune,18.2882571,74.7496653,Private,Tertiary,741,177,128,No,No,No,95,0.12,2025-12-16
1683,city hospital,Maharashtra,Pune,Pune,18.6161398,73.8296208,Private,Primary,63,2,1,Yes,No,No,34,0.57,2025-12-16
1684,Glaze Dental Clinic - Speciality Dental Clinic and Implant Centre,Maharashtra,Pune,Pune,18.5039723,73.9297032,Private,Tertiary,1077,185,151,No,Yes,No,95,0.47,2025-12-16
1685,MyGyne Clinic,Maharashtra,Pune,Pune,18.5082386,73.8221777,Private,Secondary,101,10,6,No,No,Yes,33,0.87,2025-12-16
1686,Shree Jeevan Hospital,Maharashtra,Pune,Pune,18.7621801,73.5566186,Private,Primary,59,2,1,No,No,No,91,0.72,2025-12-16
1687,Shree Jivan Hospital,Maharashtra,Pune,Pune,18.7616239,73.5583735,Government,Secondary,363,29,18,No,Yes,Yes,91,0.22,2025-12-16
1688,Navajeevan Hospital,Maharashtra,Pune,Pune,18.7618778,73.5569343,Trust,Primary,94,4,3,Yes,No,Yes,62,0.57,2025-12-16
1689,Rao Hospital,Maharashtra,Pune,Pune,18.7617123,73.5573335,Government,Secondary,382,31,20,No,No,Yes,67,0.72,2025-12-16
1690,PHC Khadkala,Maharashtra,Pune,Pune,18.7636501,73.5552679,Government,Tertiary,877,146,99,Yes,No,Yes,88,0.5,2025-12-16
1692,Bvmfs Bharti Hospital and Research Center,Maharashtra,Pune,Pune,18.4594241,73.8568236,Trust,Secondary,108,12,7,Yes,Yes,Yes,71,0.8,2025-12-16
1693,Rajiv Gandhi Hospital,Maharashtra,Pune,Pune,18.5455762,73.8837641,Trust,Secondary,358,29,18,Yes,Yes,No,33,0.14,2025-12-16
1695,Inamdar Hospital,Maharashtra,Pune,Pune,18.5031739,73.9000186,Private,Primary,92,2,1,No,No,Yes,33,0.72,2025-12-16
1696,"Dhanwantari Hospital, Nigdi",Maharashtra,Pune,Pune,18.6558664,73.7681295,Government,Secondary,135,12,7,Yes,Yes,Yes,44,0.88,2025-12-16
1697,Deenanath Mangeshkar Hospital,Maharashtra,Pune,Pune,18.5020099,73.8328426,Private,Secondary,163,16,9,Yes,Yes,Yes,39,0.72,2025-12-16
1702,Kamla Nehru Hospital,Maharashtra,Pune,Pune,18.5229409,73.8621247,Trust,Secondary,229,26,16,No,No,No,39,0.81,2025-12-16
1703,Sancheti Hospital,Maharashtra,Pune,Pune,18.5299514,73.8528812,Government,Tertiary,660,135,113,Yes,No,Yes,35,0.26,2025-12-16
1705,Deoyani Hospital,Maharashtra,Pune,Pune,18.4958863,73.8122815,Government,Primary,75,2,1,No,No,Yes,90,0.69,2025-12-16
1708,Dr. Chame Hospital,Maharashtra,Pune,Pune,18.6038785,73.7904463,Trust,Tertiary,1143,267,175,No,No,No,38,0.52,2025-12-16
1709,Jog Hospital,Maharashtra,Pune,Pune,18.5094272,73.8211666,Trust,Primary,33,0,0,Yes,No,No,93,0.65,2025-12-16
1710,Deendayal Memorial Hospital,Maharashtra,Pune,Pune,18.5249981,73.8410861,Government,Tertiary,505,92,57,Yes,Yes,Yes,36,0.42,2025-12-16
1711,Oyster and Pearl Hospital Tulip,Maharashtra,Pune,Pune,18.5319107,73.8472733,Government,Secondary,244,25,19,Yes,No,Yes,94,0.84,2025-12-16
1712,Navalmal Firodiya Super-Speciality Hospital,Maharashtra,Pune,Pune,18.5170917,73.8330188,Government,Secondary,188,19,11,No,Yes,No,62,0.56,2025-12-16
1713,"Sanjeevan Hospital, Pune",Maharashtra,Pune,Pune,18.510153,73.8371083,Trust,Primary,69,2,1,Yes,Yes,Yes,90,0.36,2025-12-16
1714,Ratna Memorial Hospital,Maharashtra,Pune,Pune,18.5276604,73.8295155,Private,Tertiary,1018,246,178,No,Yes,No,50,0.3,2025-12-16
1715,PMC - Late. Jayabai Nanasaheb Sutar Maternity Home,Maharashtra,Pune,Pune,18.5036257,73.8076976,Government,Secondary,236,22,17,Yes,Yes,Yes,40,0.94,2025-12-16
1716,Hardikar Hospital,Maharashtra,Pune,Pune,18.530254,73.847541,Government,Primary,40,1,0,No,No,Yes,90,0.97,2025-12-16
1718,"Silver Jubilee Sub District Hospital, Baramati",Maharashtra,Pune,Pune,18.1519568,74.5753117,Government,Primary,61,2,1,Yes,Yes,No,71,0.19,2025-12-16
1719,Jehangir Hospital,Maharashtra,Pune,Pune,18.5303811,73.8766572,Private,Tertiary,840,152,107,No,Yes,No,72,0.93,2025-12-16
1720,Lokmanya Hospital,Maharashtra,Pune,Pune,18.6561253,73.7731932,Government,Primary,86,4,3,Yes,Yes,Yes,95,0.85,2025-12-16
1721,Ankura Hospital,Maharashtra,Pune,Pune,18.5653971,73.8047303,Government,Primary,33,1,0,No,No,No,58,0.49,2025-12-16
1722,MOON MULTISPECIALITY HOSPITAL,Maharashtra,Pune,Pune,18.6813825,73.8262706,Private,Primary,97,2,1,No,No,No,51,0.28,2025-12-16
1723,xyz hospital,Maharashtra,Pune,Pune,18.6653586,73.7246913,Trust,Secondary,350,41,28,Yes,Yes,No,51,0.35,2025-12-16
1724,Morya Hospital,Maharashtra,Pune,Pune,18.6274645,73.7819923,Private,Tertiary,1058,227,141,No,No,Yes,51,0.95,2025-12-16
1725,Dental College - DY Patil Vidyapeeth,Maharashtra,Pune,Pune,18.6244985,73.8228302,Trust,Primary,49,1,0,No,No,Yes,94,0.54,2025-12-16
1726,Helambe Hospital,Maharashtra,Pune,Pune,18.5897796,73.7520509,Private,Secondary,327,27,16,No,Yes,Yes,78,0.71,2025-12-16
1727,Matoshri Jijaai Clinic,Maharashtra,Pune,Pune,18.594101,73.7391092,Private,Secondary,181,17,11,Yes,No,Yes,91,0.12,2025-12-16
1728,Dr.Ranjeet Hospital,Maharashtra,Pune,Pune,18.5905216,73.7388887,Private,Primary,57,1,0,Yes,No,Yes,95,0.88,2025-12-16
1729,Gupta  clinic,Maharashtra,Pune,Pune,18.5789661,73.9725593,Private,Primary,70,1,0,No,No,No,78,0.3,2025-12-16
1730,Kodre Hospital,Maharashtra,Pune,Pune,18.5317166,73.9378623,Private,Secondary,259,26,17,Yes,Yes,Yes,35,0.32,2025-12-16
1731,ADITYA BIRLA MULTISPECIALITY HOSPITAL,Maharashtra,Pune,Pune,18.6081213,73.8008423,Government,Tertiary,1088,237,184,Yes,No,Yes,39,0.38,2025-12-16
1732,skincare clinic,Maharashtra,Pune,Pune,18.4859046,73.8885861,Government,Secondary,225,20,14,Yes,No,Yes,95,0.56,2025-12-16
1733,Chandralok Hospital,Maharashtra,Pune,Pune,18.4803325,73.8610232,Trust,Primary,38,0,0,No,No,Yes,30,0.47,2025-12-16
1734,Annachatre Clinic,Maharashtra,Pune,Pune,18.4902121,73.8494687,Government,Secondary,244,26,21,No,Yes,No,70,0.99,2025-12-16
1735,Bhalerao Hospital,Maharashtra,Pune,Pune,18.6495039,73.7776817,Trust,Tertiary,1102,195,151,No,Yes,Yes,51,0.88,2025-12-16
1736,Gold Rush Hospital,Maharashtra,Pune,Pune,18.550131,73.9372606,Trust,Primary,56,1,0,No,No,Yes,61,0.73,2025-12-16
1737,Joshi Multispeciality Hospital,Maharashtra,Pune,Pune,18.4468831,73.7999103,Trust,Tertiary,650,130,102,Yes,Yes,No,85,0.79,2025-12-16
1738,Bandal complex,Maharashtra,Pune,Pune,18.5072299,73.7947784,Trust,Secondary,125,10,7,No,No,Yes,92,0.16,2025-12-16
1740,ithoba Hospital,Maharashtra,Pune,Pune,18.6597094,73.7286053,Government,Secondary,331,32,23,Yes,Yes,No,93,0.15,2025-12-16
1741,Sharad Hospital,Maharashtra,Pune,Pune,18.4684452,73.8189649,Government,Primary,98,4,2,No,No,Yes,88,0.15,2025-12-16
1743,"Inlaks and Budhrani Hospital,Sadhu Vaswani Mission's Medical Complex",Maharashtra,Pune,Pune,18.5350309,73.8873783,Government,Secondary,354,29,23,No,No,No,47,0.11,2025-12-16
1744,Naydu Rugnalay,Maharashtra,Pune,Pune,18.5313529,73.8690231,Trust,Secondary,200,17,11,No,Yes,No,87,0.37,2025-12-16
1745,Dr. Bhausaheb Sardesai Talegaon Rural Hospital and M.I.M.E.R. Medical College,Maharashtra,Pune,Pune,18.7351599,73.6752149,Government,Primary,59,2,1,Yes,Yes,No,59,0.95,2025-12-16
1746,Jupiter Hospital,Maharashtra,Pune,Pune,18.565705,73.7859923,Trust,Secondary,222,18,13,Yes,No,No,36,0.99,2025-12-16
1747,Dr Patil Ent Hospital,Maharashtra,Pune,Pune,18.6280866,73.8034772,Trust,Tertiary,1041,258,202,Yes,Yes,No,78,0.51,2025-12-16
1748,Ruby Hospital,Maharashtra,Pune,Pune,18.5899062,73.863388,Private,Secondary,183,18,14,Yes,Yes,No,88,0.63,2025-12-16
1749,Surya mother and child care super speciality Hospital,Maharashtra,Pune,Pune,18.5872647,73.7580719,Trust,Primary,41,1,0,Yes,No,No,60,0.88,2025-12-16
1750,Khinwsara Patil Hospital,Maharashtra,Pune,Pune,18.6068834,73.7684591,Trust,Secondary,185,18,14,No,No,No,52,0.64,2025-12-16
1751,Aditya Birla Memorial Hospital,Maharashtra,Pune,Pune,18.6259753,73.7749966,Private,Secondary,351,41,28,Yes,Yes,Yes,62,0.14,2025-12-16
1752,थेरगाव रुग्णालय,Maharashtra,Pune,Pune,18.6135085,73.7814727,Trust,Primary,55,1,0,No,No,No,31,0.7,2025-12-16
1753,Global Hospital and Research Center,Maharashtra,Pune,Pune,18.6464415,73.7571549,Government,Primary,44,1,0,No,Yes,No,64,0.87,2025-12-16
1754,Shatayu Hospital Hinjawadi,Maharashtra,Pune,Pune,18.5958537,73.7408967,Private,Secondary,336,33,21,Yes,Yes,Yes,46,0.61,2025-12-16
1755,Ruby hall Clinic,Maharashtra,Pune,Pune,18.5925514,73.7341234,Private,Tertiary,1009,187,129,No,Yes,No,56,0.5,2025-12-16
1756,Cradle maternity and women care,Maharashtra,Pune,Pune,18.5907775,73.7849492,Government,Primary,51,1,0,Yes,Yes,No,90,0.63,2025-12-16
1758,Pandit Clinic,Maharashtra,Pune,Pune,18.4956181,73.8594427,Government,Secondary,100,11,9,No,Yes,Yes,42,0.19,2025-12-16
1760,Shree Samarth General Hospital,Maharashtra,Pune,Pune,18.661206,73.7321075,Private,Primary,41,1,0,Yes,No,No,74,0.51,2025-12-16
1761,Clove:) Dental,Maharashtra,Pune,Pune,18.659612,73.7323125,Private,Primary,81,2,1,No,Yes,Yes,84,0.62,2025-12-16
1763,"Rural Hospital, Paud",Maharashtra,Pune,Pune,18.5229043,73.616363,Government,Secondary,158,16,10,Yes,Yes,No,54,0.18,2025-12-16
1765,Ruby Hall Clinic Hinjawadi,Maharashtra,Pune,Pune,18.5925314,73.7341294,Private,Secondary,299,35,24,Yes,Yes,Yes,57,0.89,2025-12-16
1767,Yashwantrao Chavan Memorial Hospital,Maharashtra,Pune,Pune,18.6220146,73.8210657,Private,Primary,41,1,0,No,Yes,No,68,0.66,2025-12-16
1768,PBMA H V Desai Eye Hospital,Maharashtra,Pune,Pune,18.4726519,73.9239903,Trust,Secondary,139,16,10,No,Yes,No,66,0.91,2025-12-16
1769,Thergaon Hospital,Maharashtra,Pune,Pune,18.6133389,73.7816035,Private,Tertiary,927,193,124,No,No,Yes,80,0.72,2025-12-16
1770,Asian Eye Hospital,Maharashtra,Pune,Pune,18.5315759,73.8758238,Government,Secondary,263,28,18,Yes,No,Yes,79,0.47,2025-12-16
1771,FIRST AID CENTER,Maharashtra,Pune,Pune,18.6085492,73.7480085,Trust,Primary,59,2,1,No,Yes,No,88,0.47,2025-12-16
1772,hospital,Maharashtra,Pune,Pune,18.6570196,73.7226986,Trust,Secondary,216,19,11,Yes,No,No,56,0.44,2025-12-16
1773,Military Hospital Cardio-Thoracic Center,Maharashtra,Pune,Pune,18.4924665,73.8824204,Government,Primary,34,0,0,No,Yes,No,66,0.17,2025-12-16
1774,Aundh Chest Hospital,Maharashtra,Pune,Pune,18.5762117,73.806359,Trust,Primary,94,4,2,Yes,Yes,Yes,57,0.19,2025-12-16
1775,Vinayak Hospital warje pune,Maharashtra,Pune,Pune,18.4857183,73.7967635,Private,Tertiary,1123,263,181,Yes,Yes,Yes,83,0.44,2025-12-16
1777,Clinic,Karnataka,Bengaluru,Bengaluru,12.9134182,77.6774852,Trust,Secondary,130,11,7,Yes,Yes,No,39,0.15,2025-12-16
1778,Shanti Hospital,Karnataka,Bengaluru,Bengaluru,12.9235041,77.5857517,Trust,Tertiary,512,79,62,No,No,No,53,0.76,2025-12-16
1779,Apollo Hospital,Karnataka,Bengaluru,Bengaluru,12.9263714,77.6765455,Private,Tertiary,906,226,149,No,No,No,46,0.92,2025-12-16
1780,Narayana Hrudayalaya Dental Clinic,Karnataka,Bengaluru,Bengaluru,12.9155759,77.6349897,Private,Primary,92,3,2,No,Yes,Yes,55,0.52,2025-12-16
1781,Dr Ganesh Medical and Diabetic Clinic,Karnataka,Bengaluru,Bengaluru,12.9129006,77.6419101,Private,Primary,47,1,0,No,No,Yes,46,0.16,2025-12-16
1782,JBS Hospital,Karnataka,Bengaluru,Bengaluru,12.9207173,77.5745968,Trust,Tertiary,936,203,163,No,No,No,88,0.78,2025-12-16
1783,Jayanagar heart Centre,Karnataka,Bengaluru,Bengaluru,12.9231684,77.584433,Government,Primary,77,2,1,No,No,Yes,38,0.88,2025-12-16
1784,Sri Vijayalakshmi Pragathi Hospital,Karnataka,Bengaluru,Bengaluru,13.0371728,77.6409543,Trust,Primary,77,2,1,No,Yes,Yes,80,0.63,2025-12-16
1785,Sathya Hospital,Karnataka,Bengaluru,Bengaluru,13.0185503,77.6364728,Private,Tertiary,678,112,85,No,Yes,No,42,0.39,2025-12-16
1786,Chord Road Hospital Pvt Ltd,Karnataka,Bengaluru,Bengaluru,12.9981215,77.5404836,Private,Primary,59,2,1,Yes,Yes,Yes,83,0.92,2025-12-16
1787,Pristline Hospital,Karnataka,Bengaluru,Bengaluru,12.9978931,77.5436127,Government,Secondary,388,37,27,No,Yes,No,34,0.69,2025-12-16
1788,"Bengaluru Hospital, Susruta Medical Aid AndResearch Home Limited",Karnataka,Bengaluru,Bengaluru,12.9376734,77.5802836,Private,Secondary,103,10,7,No,Yes,Yes,81,0.29,2025-12-16
1789,Manipal Northside Hospital,Karnataka,Bengaluru,Bengaluru,13.0011275,77.5639285,Private,Secondary,363,38,26,No,Yes,No,81,0.21,2025-12-16
1790,Government Primary Health Centre,Karnataka,Bengaluru,Bengaluru,12.9503234,77.6162619,Private,Tertiary,1055,229,173,Yes,Yes,No,35,0.2,2025-12-16
1791,Divakars speciality Hospital,Karnataka,Bengaluru,Bengaluru,12.9100629,77.5924585,Private,Primary,54,2,1,No,No,Yes,85,0.54,2025-12-16
1792,Hema Poly Clinic,Karnataka,Bengaluru,Bengaluru,12.960765,77.7137961,Private,Primary,92,3,2,No,No,Yes,44,0.84,2025-12-16
1793,BMTC Hospital,Karnataka,Bengaluru,Bengaluru,12.9234317,77.5923374,Government,Secondary,184,21,13,No,No,Yes,30,0.38,2025-12-16
1794,Ramakrishna Nursing Home and Hospital,Karnataka,Bengaluru,Bengaluru,12.9364329,77.583477,Trust,Secondary,230,27,20,No,No,Yes,90,0.68,2025-12-16
1795,Sri Vinayaka Poly Clinic,Karnataka,Bengaluru,Bengaluru,12.939058,77.5510802,Trust,Secondary,293,29,20,Yes,Yes,Yes,36,0.18,2025-12-16
1796,RMV Hospital,Karnataka,Bengaluru,Bengaluru,13.0322788,77.576876,Trust,Tertiary,969,238,199,No,Yes,Yes,85,0.71,2025-12-16
1797,Yashomathi Hospitals,Karnataka,Bengaluru,Bengaluru,12.9559302,77.7112689,Trust,Tertiary,992,165,105,No,No,Yes,30,0.9,2025-12-16
1798,Mallya Audikesh Diagnostics Center,Karnataka,Bengaluru,Bengaluru,12.9815051,77.6011944,Private,Secondary,188,18,14,Yes,Yes,Yes,50,0.78,2025-12-16
1799,Mallige Medical Centre,Karnataka,Bengaluru,Bengaluru,12.985247,77.5803846,Trust,Tertiary,1124,238,187,No,Yes,No,35,0.39,2025-12-16
1800,Devine Hospital,Karnataka,Bengaluru,Bengaluru,13.0038999,77.6039313,Trust,Primary,75,1,0,No,No,No,38,0.76,2025-12-16
1801,Lalbagh Nursing Home,Karnataka,Bengaluru,Bengaluru,12.9452313,77.5861734,Private,Tertiary,855,148,108,No,Yes,Yes,65,0.87,2025-12-16
1802,Dr. Batra Clinic,Karnataka,Bengaluru,Bengaluru,12.9797287,77.7271089,Private,Secondary,314,27,16,Yes,No,Yes,78,0.24,2025-12-16
1803,Government Maternity Hospital,Karnataka,Bengaluru,Bengaluru,12.9988604,77.5817424,Private,Primary,81,3,1,Yes,No,No,78,0.22,2025-12-16
1804,Soujanya Clinic,Karnataka,Bengaluru,Bengaluru,12.9681189,77.54325,Private,Secondary,151,17,13,No,Yes,Yes,54,0.81,2025-12-16
1805,Kanva Diagnostics Collection Centre,Karnataka,Bengaluru,Bengaluru,12.967291,77.5429164,Government,Secondary,160,19,13,No,Yes,Yes,75,0.54,2025-12-16
1806,New Akshay Mallya Hospital,Karnataka,Bengaluru,Bengaluru,12.9568527,77.6990468,Government,Primary,60,2,1,Yes,No,No,52,0.71,2025-12-16
1807,Presidency Hospital,Karnataka,Bengaluru,Bengaluru,12.9951629,77.69923,Trust,Tertiary,544,105,79,No,No,Yes,66,0.14,2025-12-16
1808,BGS Gleneagles Hospitals,Karnataka,Bengaluru,Bengaluru,12.90306,77.4974982,Government,Tertiary,752,159,118,Yes,Yes,No,93,0.84,2025-12-16
1809,Srinivas Clinic,Karnataka,Bengaluru,Bengaluru,12.9073391,77.5830655,Private,Tertiary,1108,242,168,Yes,No,No,70,0.19,2025-12-16
1810,Metro Hospital,Karnataka,Bengaluru,Bengaluru,12.8915893,77.560715,Trust,Primary,30,1,0,No,Yes,Yes,30,0.44,2025-12-16
1811,Brookefield Hospital(A Unit Of Sanjeevani Hospital),Karnataka,Bengaluru,Bengaluru,12.9668213,77.7168891,Trust,Secondary,115,10,6,Yes,No,No,45,0.34,2025-12-16
1812,Tenet diagnostics,Karnataka,Bengaluru,Bengaluru,12.9573067,77.7087044,Private,Primary,74,2,1,No,No,No,82,0.39,2025-12-16
1813,ESI Hospital,Karnataka,Bengaluru,Bengaluru,12.995242,77.6523255,Government,Primary,74,3,1,Yes,No,No,56,0.53,2025-12-16
1814,Karunalayam Hospital,Karnataka,Bengaluru,Bengaluru,12.9111263,77.7073377,Government,Primary,50,1,0,No,Yes,Yes,95,0.72,2025-12-16
1815,SDS Tuberculosis Research Centre and Rajiv Gandhi Institute of Chest diseases,Karnataka,Bengaluru,Bengaluru,12.9367955,77.5907094,Private,Secondary,316,27,20,No,No,No,59,0.69,2025-12-16
1816,Maiya Multispecialty Hospital,Karnataka,Bengaluru,Bengaluru,12.942614,77.5854533,Government,Secondary,365,30,21,Yes,Yes,Yes,91,0.94,2025-12-16
1817,Narayana Netralaya,Karnataka,Bengaluru,Bengaluru,12.9671401,77.6094485,Trust,Tertiary,1020,253,186,No,No,No,76,0.11,2025-12-16
